"protein__id","group","replicate","variable","value"
"P00960","Ampicillin","2","lqf",27.597
"P00960","Ampicillin","3","lqf",26.0929
"P00960","Cefotaxime","1","lqf",27.5041
"P00960","Cefotaxime","2","lqf",26.451
"P00960","Cefotaxime","3","lqf",27.2932
"P00960","Impipenem","1","lqf",28.2532
"P00960","Impipenem","2","lqf",28.4105
"P00960","Impipenem","3","lqf",27.728
"P00960","Ciprofloxacin","1","lqf",28.0578
"P00960","Ciprofloxacin","2","lqf",27.8047
"P00960","Ciprofloxacin","3","lqf",27.9123
"P00960","Control","1","lqf",28.1817
"P00960","Control","2","lqf",27.8772
"P00960","Control","3","lqf",28.4417
"P00961","Ampicillin","1","lqf",31.3744
"P00961","Ampicillin","2","lqf",31.3817
"P00961","Ampicillin","3","lqf",31.2413
"P00961","Cefotaxime","1","lqf",31.0724
"P00961","Cefotaxime","2","lqf",30.9888
"P00961","Cefotaxime","3","lqf",31.3118
"P00961","Impipenem","1","lqf",31.2635
"P00961","Impipenem","2","lqf",31.3405
"P00961","Impipenem","3","lqf",31.0992
"P00961","Ciprofloxacin","1","lqf",31.7946
"P00961","Ciprofloxacin","2","lqf",31.709
"P00961","Ciprofloxacin","3","lqf",31.7841
"P00961","Control","1","lqf",31.3628
"P00961","Control","2","lqf",31.2396
"P00961","Control","3","lqf",31.4359
"P00962","Ampicillin","1","lqf",29.3267
"P00962","Ampicillin","2","lqf",29.488
"P00962","Ampicillin","3","lqf",29.486
"P00962","Cefotaxime","1","lqf",29.1794
"P00962","Cefotaxime","2","lqf",28.5985
"P00962","Cefotaxime","3","lqf",29.0042
"P00962","Impipenem","1","lqf",29.3373
"P00962","Impipenem","2","lqf",29.4451
"P00962","Impipenem","3","lqf",29.3586
"P00962","Ciprofloxacin","1","lqf",29.7764
"P00962","Ciprofloxacin","2","lqf",29.8337
"P00962","Ciprofloxacin","3","lqf",29.838
"P00962","Control","1","lqf",29.1222
"P00962","Control","2","lqf",29.4687
"P00962","Control","3","lqf",29.7313
"P00963","Ampicillin","1","lqf",27.0359
"P00963","Ampicillin","2","lqf",26.0263
"P00963","Ampicillin","3","lqf",26.4643
"P00963","Cefotaxime","1","lqf",27.8028
"P00963","Cefotaxime","2","lqf",27.5164
"P00963","Cefotaxime","3","lqf",27.4022
"P00963","Impipenem","1","lqf",27.1272
"P00963","Impipenem","2","lqf",27.1909
"P00963","Impipenem","3","lqf",27.9398
"P00963","Ciprofloxacin","1","lqf",26.5653
"P00963","Ciprofloxacin","2","lqf",26.9837
"P00963","Ciprofloxacin","3","lqf",26.9504
"P00963","Control","1","lqf",26.9959
"P00963","Control","2","lqf",26.4129
"P00963","Control","3","lqf",26.1149
"P00968","Ampicillin","1","lqf",26.9408
"P00968","Ampicillin","2","lqf",27.684
"P00968","Ampicillin","3","lqf",26.5446
"P00968","Cefotaxime","1","lqf",27.111
"P00968","Cefotaxime","2","lqf",26.4662
"P00968","Cefotaxime","3","lqf",27.1292
"P00968","Impipenem","1","lqf",27.3393
"P00968","Impipenem","2","lqf",27.5769
"P00968","Impipenem","3","lqf",26.5213
"P00968","Ciprofloxacin","1","lqf",28.3777
"P00968","Ciprofloxacin","2","lqf",29.0241
"P00968","Ciprofloxacin","3","lqf",29.9001
"P00968","Control","1","lqf",27.3853
"P00968","Control","2","lqf",27.4233
"P00968","Control","3","lqf",27.6438
"P02358","Ampicillin","1","lqf",31.0267
"P02358","Ampicillin","2","lqf",31.3291
"P02358","Ampicillin","3","lqf",32.1505
"P02358","Cefotaxime","1","lqf",30.9271
"P02358","Cefotaxime","2","lqf",31.0321
"P02358","Cefotaxime","3","lqf",31.1661
"P02358","Impipenem","1","lqf",30.7119
"P02358","Impipenem","2","lqf",30.8705
"P02358","Impipenem","3","lqf",30.4933
"P02358","Ciprofloxacin","1","lqf",31.9294
"P02358","Ciprofloxacin","2","lqf",32.012
"P02358","Ciprofloxacin","3","lqf",31.7147
"P02358","Control","1","lqf",30.5653
"P02358","Control","2","lqf",31.2384
"P02358","Control","3","lqf",31.1996
"P02359","Ampicillin","1","lqf",32.9371
"P02359","Ampicillin","2","lqf",33.0887
"P02359","Ampicillin","3","lqf",32.8715
"P02359","Cefotaxime","1","lqf",32.8424
"P02359","Cefotaxime","2","lqf",32.5506
"P02359","Cefotaxime","3","lqf",32.8758
"P02359","Impipenem","1","lqf",32.6558
"P02359","Impipenem","2","lqf",32.8655
"P02359","Impipenem","3","lqf",32.5424
"P02359","Ciprofloxacin","1","lqf",33.631
"P02359","Ciprofloxacin","2","lqf",33.3165
"P02359","Ciprofloxacin","3","lqf",33.5123
"P02359","Control","1","lqf",32.6034
"P02359","Control","2","lqf",32.7213
"P02359","Control","3","lqf",33.2242
"P02413","Ampicillin","1","lqf",30.537
"P02413","Ampicillin","2","lqf",30.7421
"P02413","Ampicillin","3","lqf",30.9945
"P02413","Cefotaxime","1","lqf",30.9073
"P02413","Cefotaxime","2","lqf",30.3086
"P02413","Cefotaxime","3","lqf",30.7318
"P02413","Impipenem","1","lqf",30.2443
"P02413","Impipenem","2","lqf",30.2785
"P02413","Impipenem","3","lqf",30.3131
"P02413","Ciprofloxacin","1","lqf",31.2721
"P02413","Ciprofloxacin","2","lqf",31.327
"P02413","Ciprofloxacin","3","lqf",31.3009
"P02413","Control","1","lqf",30.1947
"P02413","Control","2","lqf",30.557
"P02413","Control","3","lqf",30.4954
"P02924","Ampicillin","1","lqf",28.6098
"P02924","Ampicillin","2","lqf",27.7706
"P02924","Ampicillin","3","lqf",29.2943
"P02924","Cefotaxime","1","lqf",28.8962
"P02924","Cefotaxime","2","lqf",29.2882
"P02924","Cefotaxime","3","lqf",28.5179
"P02924","Impipenem","1","lqf",29.5016
"P02924","Impipenem","2","lqf",29.5239
"P02924","Impipenem","3","lqf",29.7064
"P02924","Ciprofloxacin","1","lqf",28.0531
"P02924","Ciprofloxacin","2","lqf",28.7571
"P02924","Ciprofloxacin","3","lqf",28.5856
"P02924","Control","1","lqf",28.4869
"P02924","Control","2","lqf",28.883
"P02924","Control","3","lqf",28.6597
"P02925","Ampicillin","1","lqf",35.4145
"P02925","Ampicillin","2","lqf",35.9337
"P02925","Ampicillin","3","lqf",36.9251
"P02925","Cefotaxime","1","lqf",35.4404
"P02925","Cefotaxime","2","lqf",37.0495
"P02925","Cefotaxime","3","lqf",35.8174
"P02925","Impipenem","1","lqf",35.6553
"P02925","Impipenem","2","lqf",36.2499
"P02925","Impipenem","3","lqf",36.2187
"P02925","Ciprofloxacin","1","lqf",35.0087
"P02925","Ciprofloxacin","2","lqf",35.6406
"P02925","Ciprofloxacin","3","lqf",35.1582
"P02925","Control","1","lqf",35.4974
"P02925","Control","2","lqf",36.1741
"P02925","Control","3","lqf",34.7078
"P02930","Ampicillin","1","lqf",23.2708
"P02930","Ampicillin","2","lqf",26.3801
"P02930","Ampicillin","3","lqf",24.8021
"P02930","Cefotaxime","1","lqf",25.4109
"P02930","Cefotaxime","2","lqf",23.0331
"P02930","Cefotaxime","3","lqf",23.7372
"P02930","Impipenem","1","lqf",24.9681
"P02930","Impipenem","2","lqf",24.3965
"P02930","Impipenem","3","lqf",23.7514
"P02930","Ciprofloxacin","1","lqf",25.0262
"P02930","Ciprofloxacin","2","lqf",26.6005
"P02930","Ciprofloxacin","3","lqf",26.1917
"P02930","Control","1","lqf",24.732
"P02930","Control","2","lqf",23.0366
"P02930","Control","3","lqf",25.4203
"P03817","Ampicillin","1","lqf",24.8411
"P03817","Ampicillin","2","lqf",23.6163
"P03817","Ampicillin","3","lqf",26.7588
"P03817","Cefotaxime","1","lqf",25.8085
"P03817","Cefotaxime","2","lqf",26.7824
"P03817","Cefotaxime","3","lqf",26.6251
"P03817","Impipenem","1","lqf",25.794
"P03817","Impipenem","2","lqf",26.1067
"P03817","Impipenem","3","lqf",26.3028
"P03817","Ciprofloxacin","1","lqf",26.5231
"P03817","Ciprofloxacin","2","lqf",25.4803
"P03817","Ciprofloxacin","3","lqf",24.0414
"P03817","Control","1","lqf",26.0413
"P03817","Control","2","lqf",23.5903
"P03817","Control","3","lqf",26.0586
"P03841","Ampicillin","1","lqf",27.044
"P03841","Ampicillin","2","lqf",25.8935
"P03841","Ampicillin","3","lqf",27.5792
"P03841","Cefotaxime","1","lqf",26.722
"P03841","Cefotaxime","2","lqf",27.2517
"P03841","Cefotaxime","3","lqf",26.8097
"P03841","Impipenem","1","lqf",26.5764
"P03841","Impipenem","2","lqf",26.1172
"P03841","Impipenem","3","lqf",26.504
"P03841","Ciprofloxacin","1","lqf",28.2741
"P03841","Ciprofloxacin","2","lqf",24.6573
"P03841","Ciprofloxacin","3","lqf",27.2571
"P03841","Control","1","lqf",26.5385
"P03841","Control","2","lqf",26.7111
"P03841","Control","3","lqf",26.7607
"P04036","Ampicillin","1","lqf",26.4911
"P04036","Ampicillin","2","lqf",26.4766
"P04036","Ampicillin","3","lqf",27.3196
"P04036","Cefotaxime","1","lqf",27.0404
"P04036","Cefotaxime","2","lqf",26.8597
"P04036","Cefotaxime","3","lqf",27.4233
"P04036","Impipenem","1","lqf",27.0891
"P04036","Impipenem","2","lqf",26.8928
"P04036","Impipenem","3","lqf",27.0083
"P04036","Ciprofloxacin","1","lqf",26.8492
"P04036","Ciprofloxacin","2","lqf",27.3294
"P04036","Ciprofloxacin","3","lqf",27.4225
"P04036","Control","1","lqf",26.9176
"P04036","Control","2","lqf",27.0107
"P04036","Control","3","lqf",27.1716
"P04079","Ampicillin","1","lqf",29.3608
"P04079","Ampicillin","2","lqf",29.635
"P04079","Ampicillin","3","lqf",28.7597
"P04079","Cefotaxime","1","lqf",30.2635
"P04079","Cefotaxime","2","lqf",28.4216
"P04079","Cefotaxime","3","lqf",29.5293
"P04079","Impipenem","1","lqf",29.7838
"P04079","Impipenem","2","lqf",29.6422
"P04079","Impipenem","3","lqf",29.1039
"P04079","Ciprofloxacin","1","lqf",29.8151
"P04079","Ciprofloxacin","2","lqf",29.6939
"P04079","Ciprofloxacin","3","lqf",29.4473
"P04079","Control","1","lqf",29.5572
"P04079","Control","2","lqf",29.5428
"P04079","Control","3","lqf",29.5971
"P04128","Ampicillin","1","lqf",28.0353
"P04128","Ampicillin","2","lqf",28.1506
"P04128","Ampicillin","3","lqf",28.3644
"P04128","Cefotaxime","1","lqf",27.1109
"P04128","Cefotaxime","2","lqf",26.8887
"P04128","Cefotaxime","3","lqf",23.5585
"P04128","Impipenem","1","lqf",27.4332
"P04128","Impipenem","2","lqf",26.9439
"P04128","Impipenem","3","lqf",23.7933
"P04128","Ciprofloxacin","1","lqf",26.1665
"P04128","Ciprofloxacin","2","lqf",27.0487
"P04128","Ciprofloxacin","3","lqf",24.8178
"P04128","Control","1","lqf",27.4046
"P04128","Control","2","lqf",28.3123
"P04128","Control","3","lqf",27.5823
"P04335","Ampicillin","1","lqf",24.6135
"P04335","Ampicillin","2","lqf",23.8692
"P04335","Ampicillin","3","lqf",23.9354
"P04335","Cefotaxime","1","lqf",24.7331
"P04335","Cefotaxime","2","lqf",23.2307
"P04335","Cefotaxime","3","lqf",23.5041
"P04335","Impipenem","1","lqf",24.1316
"P04335","Impipenem","2","lqf",24.1891
"P04335","Impipenem","3","lqf",24.3615
"P04335","Ciprofloxacin","1","lqf",24.2864
"P04335","Ciprofloxacin","2","lqf",24.9774
"P04335","Ciprofloxacin","3","lqf",24.7704
"P04335","Control","1","lqf",24.5756
"P04335","Control","2","lqf",23.9989
"P04335","Control","3","lqf",24.5487
"P04425","Ampicillin","1","lqf",28.466
"P04425","Ampicillin","2","lqf",28.2319
"P04425","Ampicillin","3","lqf",28.1425
"P04425","Cefotaxime","1","lqf",28.6833
"P04425","Cefotaxime","2","lqf",28.1092
"P04425","Cefotaxime","3","lqf",28.6525
"P04425","Impipenem","1","lqf",28.7115
"P04425","Impipenem","2","lqf",29.0353
"P04425","Impipenem","3","lqf",28.8252
"P04425","Ciprofloxacin","1","lqf",28.7337
"P04425","Ciprofloxacin","2","lqf",28.6322
"P04425","Ciprofloxacin","3","lqf",28.4026
"P04425","Control","1","lqf",28.7977
"P04425","Control","2","lqf",28.7108
"P04425","Control","3","lqf",28.5778
"P04693","Ampicillin","1","lqf",26.7614
"P04693","Ampicillin","2","lqf",26.8164
"P04693","Ampicillin","3","lqf",25.8815
"P04693","Cefotaxime","1","lqf",26.6517
"P04693","Cefotaxime","2","lqf",26.2647
"P04693","Cefotaxime","3","lqf",26.4479
"P04693","Impipenem","1","lqf",26.4826
"P04693","Impipenem","2","lqf",26.8466
"P04693","Impipenem","3","lqf",26.0704
"P04693","Ciprofloxacin","1","lqf",27.1492
"P04693","Ciprofloxacin","2","lqf",26.9205
"P04693","Ciprofloxacin","3","lqf",26.9096
"P04693","Control","1","lqf",27.1678
"P04693","Control","2","lqf",27.0239
"P04693","Control","3","lqf",26.7314
"P04805","Ampicillin","1","lqf",30.4018
"P04805","Ampicillin","2","lqf",30.3785
"P04805","Ampicillin","3","lqf",30.0678
"P04805","Cefotaxime","1","lqf",30.3315
"P04805","Cefotaxime","2","lqf",30.3038
"P04805","Cefotaxime","3","lqf",30.2956
"P04805","Impipenem","1","lqf",30.6462
"P04805","Impipenem","2","lqf",30.3584
"P04805","Impipenem","3","lqf",30.2187
"P04805","Ciprofloxacin","1","lqf",30.6423
"P04805","Ciprofloxacin","2","lqf",30.8582
"P04805","Ciprofloxacin","3","lqf",30.7934
"P04805","Control","1","lqf",30.3633
"P04805","Control","2","lqf",30.4574
"P04805","Control","3","lqf",30.6368
"P04825","Ampicillin","1","lqf",30.1036
"P04825","Ampicillin","2","lqf",30.1486
"P04825","Ampicillin","3","lqf",29.8453
"P04825","Cefotaxime","1","lqf",30.1304
"P04825","Cefotaxime","2","lqf",29.6559
"P04825","Cefotaxime","3","lqf",30.1314
"P04825","Impipenem","1","lqf",30.3036
"P04825","Impipenem","2","lqf",30.1418
"P04825","Impipenem","3","lqf",30.2353
"P04825","Ciprofloxacin","1","lqf",29.9958
"P04825","Ciprofloxacin","2","lqf",29.8036
"P04825","Ciprofloxacin","3","lqf",30.1219
"P04825","Control","1","lqf",30.2654
"P04825","Control","2","lqf",30.4141
"P04825","Control","3","lqf",30.5176
"P04949","Ampicillin","1","lqf",28.978
"P04949","Ampicillin","2","lqf",28.9436
"P04949","Ampicillin","3","lqf",31.4865
"P04949","Cefotaxime","1","lqf",31.6749
"P04949","Cefotaxime","2","lqf",27.5385
"P04949","Cefotaxime","3","lqf",29.7484
"P04949","Impipenem","1","lqf",23.8043
"P04949","Impipenem","2","lqf",23.3158
"P04949","Impipenem","3","lqf",25.419
"P04949","Ciprofloxacin","1","lqf",28.6291
"P04949","Ciprofloxacin","2","lqf",29.4547
"P04949","Ciprofloxacin","3","lqf",30.7697
"P04949","Control","1","lqf",28.6618
"P04949","Control","2","lqf",28.2739
"P04949","Control","3","lqf",28.9663
"P04951","Ampicillin","1","lqf",26.2221
"P04951","Ampicillin","2","lqf",26.8455
"P04951","Ampicillin","3","lqf",24.3827
"P04951","Cefotaxime","1","lqf",26.2091
"P04951","Cefotaxime","2","lqf",23.5762
"P04951","Cefotaxime","3","lqf",27.3588
"P04951","Impipenem","1","lqf",26.4708
"P04951","Impipenem","2","lqf",26.9749
"P04951","Impipenem","3","lqf",23.1395
"P04951","Ciprofloxacin","1","lqf",26.4287
"P04951","Ciprofloxacin","2","lqf",25.7123
"P04951","Ciprofloxacin","3","lqf",25.6273
"P04951","Control","1","lqf",27.1422
"P04951","Control","2","lqf",26.6934
"P04951","Control","3","lqf",27.7542
"P04982","Ampicillin","1","lqf",29.3944
"P04982","Ampicillin","2","lqf",27.9731
"P04982","Ampicillin","3","lqf",30.6555
"P04982","Cefotaxime","1","lqf",27.7938
"P04982","Cefotaxime","2","lqf",30.1544
"P04982","Cefotaxime","3","lqf",28.3316
"P04982","Impipenem","1","lqf",27.3961
"P04982","Impipenem","2","lqf",27.7318
"P04982","Impipenem","3","lqf",29.0273
"P04982","Ciprofloxacin","1","lqf",28.7659
"P04982","Ciprofloxacin","2","lqf",28.2818
"P04982","Ciprofloxacin","3","lqf",28.3895
"P04982","Control","1","lqf",28.2965
"P04982","Control","2","lqf",28.4585
"P04982","Control","3","lqf",28.1462
"P04983","Ampicillin","1","lqf",27.2461
"P04983","Ampicillin","2","lqf",28.2658
"P04983","Ampicillin","3","lqf",26.959
"P04983","Cefotaxime","1","lqf",27.7418
"P04983","Cefotaxime","2","lqf",26.5912
"P04983","Cefotaxime","3","lqf",27.6084
"P04983","Impipenem","1","lqf",28.1961
"P04983","Impipenem","2","lqf",28.2304
"P04983","Impipenem","3","lqf",27.7236
"P04983","Ciprofloxacin","1","lqf",26.8742
"P04983","Ciprofloxacin","2","lqf",28.313
"P04983","Ciprofloxacin","3","lqf",27.9333
"P04983","Control","1","lqf",27.8751
"P04983","Control","2","lqf",28.0021
"P04983","Control","3","lqf",28.4907
"P05020","Ampicillin","1","lqf",28.6262
"P05020","Ampicillin","2","lqf",28.7101
"P05020","Ampicillin","3","lqf",28.5361
"P05020","Cefotaxime","1","lqf",28.3269
"P05020","Cefotaxime","2","lqf",28.364
"P05020","Cefotaxime","3","lqf",28.4011
"P05020","Impipenem","1","lqf",28.5201
"P05020","Impipenem","2","lqf",28.2479
"P05020","Impipenem","3","lqf",28.8192
"P05020","Ciprofloxacin","1","lqf",29.035
"P05020","Ciprofloxacin","2","lqf",28.7902
"P05020","Ciprofloxacin","3","lqf",29.1847
"P05020","Control","1","lqf",28.3057
"P05020","Control","2","lqf",28.5434
"P05020","Control","3","lqf",28.587
"P05042","Ampicillin","1","lqf",27.7265
"P05042","Ampicillin","2","lqf",28.2474
"P05042","Ampicillin","3","lqf",27.6831
"P05042","Cefotaxime","1","lqf",27.3772
"P05042","Cefotaxime","2","lqf",26.2766
"P05042","Cefotaxime","3","lqf",27.5025
"P05042","Impipenem","1","lqf",27.7874
"P05042","Impipenem","2","lqf",28.0083
"P05042","Impipenem","3","lqf",28.257
"P05042","Ciprofloxacin","1","lqf",28.2976
"P05042","Ciprofloxacin","2","lqf",28.3449
"P05042","Ciprofloxacin","3","lqf",27.9607
"P05042","Control","1","lqf",28.1574
"P05042","Control","2","lqf",28.0061
"P05042","Control","3","lqf",28.306
"P05055","Ampicillin","1","lqf",30.4863
"P05055","Ampicillin","2","lqf",30.4272
"P05055","Ampicillin","3","lqf",30.1194
"P05055","Cefotaxime","1","lqf",30.1328
"P05055","Cefotaxime","2","lqf",29.8427
"P05055","Cefotaxime","3","lqf",30.1235
"P05055","Impipenem","1","lqf",30.2935
"P05055","Impipenem","2","lqf",30.5216
"P05055","Impipenem","3","lqf",30.6066
"P05055","Ciprofloxacin","1","lqf",30.536
"P05055","Ciprofloxacin","2","lqf",30.8089
"P05055","Ciprofloxacin","3","lqf",31.1156
"P05055","Control","1","lqf",30.1039
"P05055","Control","2","lqf",30.3724
"P05055","Control","3","lqf",30.5406
"P05458","Ampicillin","1","lqf",24.6961
"P05458","Ampicillin","2","lqf",25.0442
"P05458","Ampicillin","3","lqf",24.4219
"P05458","Cefotaxime","1","lqf",25.1359
"P05458","Cefotaxime","2","lqf",24.8494
"P05458","Cefotaxime","3","lqf",25.4978
"P05458","Impipenem","1","lqf",25.9576
"P05458","Impipenem","2","lqf",26.0691
"P05458","Impipenem","3","lqf",25.5138
"P05458","Ciprofloxacin","1","lqf",25.4283
"P05458","Ciprofloxacin","2","lqf",24.2787
"P05458","Ciprofloxacin","3","lqf",22.8578
"P05458","Control","1","lqf",23.886
"P05458","Control","2","lqf",26.1861
"P05458","Control","3","lqf",25.9608
"P05459","Ampicillin","1","lqf",27.8425
"P05459","Ampicillin","2","lqf",27.9477
"P05459","Ampicillin","3","lqf",27.2559
"P05459","Cefotaxime","1","lqf",27.6312
"P05459","Cefotaxime","2","lqf",27.1244
"P05459","Cefotaxime","3","lqf",27.2273
"P05459","Impipenem","1","lqf",27.5718
"P05459","Impipenem","2","lqf",27.5028
"P05459","Impipenem","3","lqf",27.3625
"P05459","Ciprofloxacin","1","lqf",27.6915
"P05459","Ciprofloxacin","2","lqf",27.7741
"P05459","Ciprofloxacin","3","lqf",27.9138
"P05459","Control","1","lqf",27.9037
"P05459","Control","2","lqf",27.9778
"P05459","Control","3","lqf",27.9815
"P05637","Ampicillin","1","lqf",24.4573
"P05637","Ampicillin","2","lqf",25.0459
"P05637","Ampicillin","3","lqf",24.0258
"P05637","Cefotaxime","1","lqf",24.7012
"P05637","Cefotaxime","2","lqf",24.2012
"P05637","Cefotaxime","3","lqf",24.0345
"P05637","Impipenem","1","lqf",26.2215
"P05637","Impipenem","2","lqf",25.2626
"P05637","Impipenem","3","lqf",25.3
"P05637","Ciprofloxacin","1","lqf",25.2104
"P05637","Ciprofloxacin","2","lqf",25.2817
"P05637","Ciprofloxacin","3","lqf",25.351
"P05637","Control","1","lqf",25.4428
"P05637","Control","2","lqf",23.7103
"P05637","Control","3","lqf",25.0444
"P05793","Ampicillin","1","lqf",26.2583
"P05793","Ampicillin","2","lqf",26.6566
"P05793","Ampicillin","3","lqf",25.9255
"P05793","Cefotaxime","1","lqf",26.8053
"P05793","Cefotaxime","2","lqf",25.5579
"P05793","Cefotaxime","3","lqf",26.2734
"P05793","Impipenem","1","lqf",26.9947
"P05793","Impipenem","2","lqf",26.0398
"P05793","Impipenem","3","lqf",25.8851
"P05793","Ciprofloxacin","1","lqf",25.0458
"P05793","Ciprofloxacin","2","lqf",25.4536
"P05793","Ciprofloxacin","3","lqf",23.7674
"P05793","Control","1","lqf",22.9142
"P05793","Control","2","lqf",27.0921
"P05793","Control","3","lqf",26.1383
"P06149","Ampicillin","1","lqf",24.6062
"P06149","Ampicillin","2","lqf",27.7278
"P06149","Ampicillin","3","lqf",26.4015
"P06149","Cefotaxime","1","lqf",25.7371
"P06149","Cefotaxime","2","lqf",26.5464
"P06149","Cefotaxime","3","lqf",26.0167
"P06149","Impipenem","1","lqf",26.5787
"P06149","Impipenem","2","lqf",26.268
"P06149","Impipenem","3","lqf",27.1413
"P06149","Ciprofloxacin","1","lqf",27.2832
"P06149","Ciprofloxacin","2","lqf",25.3177
"P06149","Ciprofloxacin","3","lqf",24.763
"P06149","Control","1","lqf",26.0856
"P06149","Control","2","lqf",26.0312
"P06149","Control","3","lqf",27.7917
"P06610","Ampicillin","1","lqf",26.8387
"P06610","Ampicillin","2","lqf",26.7836
"P06610","Ampicillin","3","lqf",27.205
"P06610","Cefotaxime","1","lqf",26.8168
"P06610","Cefotaxime","2","lqf",26.1098
"P06610","Cefotaxime","3","lqf",27.2698
"P06610","Impipenem","1","lqf",26.5181
"P06610","Impipenem","2","lqf",25.6718
"P06610","Impipenem","3","lqf",25.9854
"P06610","Ciprofloxacin","1","lqf",25.7748
"P06610","Ciprofloxacin","2","lqf",27.7328
"P06610","Ciprofloxacin","3","lqf",27.4849
"P06610","Control","1","lqf",25.848
"P06610","Control","2","lqf",26.5876
"P06610","Control","3","lqf",27.3083
"P06612","Ampicillin","1","lqf",28.0957
"P06612","Ampicillin","2","lqf",27.4413
"P06612","Ampicillin","3","lqf",28.843
"P06612","Cefotaxime","1","lqf",28.2343
"P06612","Cefotaxime","2","lqf",28.303
"P06612","Cefotaxime","3","lqf",28.1334
"P06612","Impipenem","1","lqf",27.6122
"P06612","Impipenem","2","lqf",27.8165
"P06612","Impipenem","3","lqf",27.9714
"P06612","Ciprofloxacin","1","lqf",28.1609
"P06612","Ciprofloxacin","2","lqf",27.7537
